team,award_name,year,event
frc4481,Excellence in Engineering Award sponsored by Delphi,2019,2019casd
frc4481,Championship Winner,2019,2019cmpmi
frc4481,Championship Subdivision Winner,2019,2019dar
frc4481,Quality Award sponsored by Motorola Solutions Foundation,2019,2019dar
frc4481,Team Spirit Award sponsored by FCA Foundation,2020,2020caln
frc4481,FIRST Dean's List Finalist Award,2020,2020caln
frc4481,Excellence in Engineering Award,2022,2022flor
frc4481,Woodie Flowers Finalist Award,2022,2022flor
frc4481,Regional Winners,2022,2022flwp
frc4481,Regional Engineering Inspiration Award,2022,2022flwp
frc4481,Excellence in Engineering Award,2022,2022roe
frc4481,Regional Finalists,2023,2023caph
frc4481,Creativity Award sponsored by Rockwell Automation,2023,2023caph
frc4481,Regional FIRST Impact Award,2023,2023cave
frc4481,Regional Winners,2023,2023cave
frc4481,FIRST Dean's List Finalist Award,2023,2023cave
frc4481,Judges' Award,2023,2023gal
frc4481,Regional Winners,2024,2024caph
frc4481,Excellence in Engineering Award,2024,2024caph
frc4481,Regional Winners,2024,2024cave
frc4481,Excellence in Engineering Award,2024,2024cave
frc4481,Championship Division Winner,2024,2024hop
frc4481,Excellence in Engineering Award,2024,2024hop
frc4482,Rookie Inspiration Award,2013,2013migul
frc4482,Highest Rookie Seed,2013,2013misjo
frc4482,Rookie Inspiration Award,2013,2013misjo
frc4482,Team Spirit Award sponsored by Chrysler,2014,2014miwmi
frc4482,District Event Winner,2015,2015miken
frc4482,Team Spirit Award sponsored by FCA Foundation,2016,2016miken
frc4482,Judges' Award,2016,2016milak
frc4482,District Event Finalist,2017,2017miken
frc4482,Team Spirit Award sponsored by FCA Foundation,2017,2017miken
frc4482,Innovation in Control Award sponsored by Rockwell Automation,2018,2018milak
frc4482,District Event Finalist,2019,2019miken
frc4485,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015incmp
frc4485,Judges' Award,2015,2015inkok
frc4485,Industrial Design Award sponsored by General Motors,2015,2015inwla
frc4485,Industrial Design Award sponsored by General Motors,2017,2017inmis
frc4485,Championship Subdivision Finalist,2017,2017tes
frc4486,Regional Winner,2014,2014casd
frc4486,Regional Finalists,2015,2015casd
frc4486,Industrial Design Award sponsored by General Motors,2016,2016casd
frc4486,Regional Finalists,2017,2017cair
frc4486,Wildcard,2017,2017cair
frc4486,Winner,2018,2018cabb
frc4487,Rookie All Star Award,2013,2013arfa
frc4488,Rookie All Star Award - Curie,2013,2013cur
frc4488,Rookie All Star Award,2013,2013orpo
frc4488,Highest Rookie Seed,2013,2013orpo
frc4488,Championship Finalists,2014,2014gal
frc4488,District Chairman's Award,2014,2014orore
frc4488,Winner,2014,2014orore
frc4488,Winner,2014,2014orwil
frc4488,Industrial Design Award sponsored by General Motors,2014,2014orwil
frc4488,Quality Award sponsored by Motorola,2014,2014pncmp
frc4488,Regional Finalist,2014,2014pncmp
frc4488,Championship Subdivision Finalist,2015,2015cars
frc4488,District Event Winner,2015,2015orore
frc4488,Excellence in Engineering Award sponsored by Delphi,2015,2015orore
frc4488,District Championship Finalist,2015,2015pncmp
frc4488,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015pncmp
frc4488,FIRST Dean's List Finalist Award,2015,2015pncmp
frc4488,District Event Winner,2015,2015waell
frc4488,Gracious Professionalism Award sponsored by Johnson & Johnson,2015,2015waell
frc4488,Finalist,2016,2016cc
frc4488,Innovation in Control Award sponsored by Rockwell Automation,2016,2016orphi
frc4488,District Event Winner,2016,2016orwil
frc4488,Industrial Design Award sponsored by General Motors,2016,2016orwil
frc4488,Quality Award sponsored by Motorola Solutions Foundation,2016,2016pncmp
frc4488,Industrial Design Award sponsored by General Motors,2017,2017hop
frc4488,District Event Winner,2017,2017orore
frc4488,District Engineering Inspiration Award,2017,2017orore
frc4488,Innovation in Control Award sponsored by Rockwell Automation,2017,2017orwil
frc4488,Championship Subdivision Winner,2018,2018gal
frc4488,Innovation in Control Award sponsored by Rockwell Automation,2018,2018gal
frc4488,Innovation in Control Award sponsored by Rockwell Automation,2018,2018orwil
frc4488,Quality Award sponsored by Motorola Solutions Foundation,2018,2018pncmp
frc4488,District Event Finalist,2018,2018wasno
frc4488,District Engineering Inspiration Award,2018,2018wasno
frc4488,Industrial Design Award sponsored by General Motors,2019,2019gal
frc4488,District Event Winner,2019,2019orlak
frc4488,Industrial Design Award sponsored by General Motors,2019,2019orlak
frc4488,Excellence in Engineering Award sponsored by Delphi,2019,2019orore
frc4488,District Championship Finalist,2019,2019pncmp
frc4488,Innovation in Control Award sponsored by Rockwell Automation,2019,2019pncmp
frc4488,District Event Winner,2020,2020orore
frc4488,Industrial Design Award sponsored by General Motors,2020,2020orore
frc4488,Designer's Award,2021,2021gamb
frc4488,Game Design Challenge Finalist,2021,2021gamce
frc4488,District Event Winner,2022,2022orore
frc4488,Excellence in Engineering Award,2022,2022orore
frc4488,District Event Winner,2022,2022orsal
frc4488,Excellence in Engineering Award,2022,2022orsal
frc4488,Innovation in Control Award,2022,2022pncmp
frc4488,District Event Finalist,2023,2023orwil
frc4488,Excellence in Engineering Award,2023,2023orwil
frc4488,Quality Award,2024,2024orore
frc4488,District Event Finalist,2024,2024orore
frc4490,Quality Award sponsored by Motorola Solutions Foundation,2016,2016arlr
frc4492,Rookie All Star Award,2013,2013qcmo
frc4492,Highest Rookie Seed,2013,2013qcmo
frc4492,Gracious Professionalism Award sponsored by Johnson & Johnson,2014,2014qcmo
frc4495,Highest Rookie Seed,2013,2013wase2
frc4495,District Event Winner,2016,2016waspo
frc4495,District Engineering Inspiration Award,2017,2017waell
frc4495,Innovation in Control Award sponsored by Rockwell Automation,2018,2018wayak
frc4496,Regional Finalists,2015,2015azch
frc4497,Industrial Design Award sponsored by General Motors,2013,2013abca
frc4497,Team Spirit Award sponsored by Chrysler,2014,2014abca
frc4498,Rookie Inspiration Award,2013,2013casa
frc4498,FIRST Dean's List Finalist,2014,2014casa
frc4499,Rookie All Star Award,2013,2013code
frc4499,Highest Rookie Seed,2013,2013code
frc4499,Rookie All Star Award,2013,2013txlu
frc4499,Engineering Inspiration,2014,2014casb
frc4499,Excellence in Engineering Award sponsored by Delphi,2014,2014code
frc4499,Regional Chairman's Award,2015,2015code
frc4499,Regional Finalists,2015,2015code
frc4499,Woodie Flowers Finalist Award,2015,2015code
frc4499,Quality Award sponsored by Motorola,2015,2015txda
frc4499,Regional Engineering Inspiration Award,2016,2016azfl
frc4499,Regional Chairman's Award,2016,2016code
frc4499,Regional Finalists,2016,2016code
frc4499,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016gal
frc4499,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017code
frc4499,Judges' Award,2017,2017nvlv
frc4499,Innovation in Control Award sponsored by Rockwell Automation,2017,2017txlu
frc4499,Woodie Flowers Finalist Award,2017,2017txlu
frc4499,FIRST Dean's List Finalist Award,2017,2017txlu
frc4499,Championship Subdivision Winner,2018,2018carv
frc4499,Championship Finalist,2018,2018cmptx
frc4499,FIRST Dean's List Finalist Award,2018,2018code
frc4499,FIRST Dean's List Finalist Award,2019,2019code
frc4499,Regional Chairman's Award,2019,2019okok
frc4499,Regional Finalists,2019,2019okok
frc4499,Regional Winners,2020,2020mokc
frc4499,Innovation in Control Award sponsored by Rockwell Automation,2020,2020mokc
frc4499,Winner,2021,2021cc
frc4499,FIRST Innovation Challenge Semi-Finalist Award,2021,2021innk
frc4499,Skills Competition Winner,2021,2021irhrb
frc4499,Judges' Award,2022,2022cc
frc4499,Regional Finalists,2022,2022code
frc4499,Regional Engineering Inspiration Award,2022,2022code
frc4499,Championship Division Finalist,2022,2022hop
frc4499,Entrepreneurship Award,2022,2022hop
frc4499,Regional Finalists,2022,2022okok
frc4499,Autonomous Award sponsored by Ford,2022,2022okok
frc4499,Regional Finalists,2022,2022utwv
frc4499,Innovation in Control Award,2022,2022utwv
frc4499,FIRST Dean's List Finalist Award,2022,2022utwv
frc4499,Regional Winners,2023,2023alhu
frc4499,Autonomous Award sponsored by Ford,2023,2023alhu
frc4499,Regional Winners,2023,2023code
frc4499,FIRST Dean's List Finalist Award,2023,2023code
frc4499,Autonomous Award sponsored by Ford,2023,2023code
frc4499,Regional Winners,2023,2023utwv
frc4499,Excellence in Engineering Award,2023,2023utwv
frc4499,Quality Award,2024,2024alhu
frc4499,Professionalism Award,2024,2024cc
frc4499,Regional Finalists,2024,2024code
frc4499,Autonomous Award,2024,2024code
frc4499,Regional FIRST Impact Award,2024,2024oktu
frc4499,Woodie Flowers Finalist Award,2024,2024oktu
frc4499,FIRST Dean's List Finalist Award,2024,2024oktu
frc4500,Rookie Inspiration Award,2013,2013mosl
frc4500,Regional Winner,2014,2014arfa
frc4500,Regional Winner,2014,2014mosl
frc4500,Creativity Award sponsored by Xerox,2016,2016flwp
frc4500,Excellence in Engineering Award sponsored by Delphi,2017,2017ilpe
frc4500,Regional Winners,2019,2019mosl
frc4500,Excellence in Engineering Award sponsored by Delphi,2019,2019mosl
frc4500,Creativity Award sponsored by Rockwell Automation,2024,2024oktu
frc4501,Rookie All Star Award,2013,2013calb
frc4501,Highest Rookie Seed,2013,2013calb
frc4501,Regional Engineering Inspiration Award,2018,2018cave
frc4501,Woodie Flowers Finalist Award,2018,2018nvlv
frc4501,Regional Winners,2024,2024nvlv
frc4501,Wildcard,2024,2024nvlv
frc4502,Rookie All Star Award,2013,2013txsa
frc4502,Highest Rookie Seed,2013,2013txsa
frc4504,Highest Rookie Seed,2013,2013tnkn
frc4504,Rookie Inspiration Award,2013,2013tnkn
frc4504,Team Spirit Award sponsored by Chrysler,2015,2015tnkn
frc4505,Rookie All Star Award,2013,2013nyro
frc4505,Industrial Design Award sponsored by General Motors,2017,2017mdedg
frc4505,Creativity Award sponsored by Xerox,2019,2019vabla
frc4505,Designer's Award,2021,2021gamhe
frc4506,Regional Winners,2017,2017iacf
frc4507,Rookie Inspiration Award,2013,2013migbl
frc4508,Highest Rookie Seed,2013,2013nyro
frc4508,Rookie Inspiration Award,2013,2013nyro
frc4508,Imagery Award in honor of Jack Kamen,2015,2015nytr
frc4508,Regional Winners,2016,2016nytr
frc4508,Regional Finalists,2017,2017nytr
frc4508,Wildcard,2017,2017nytr
frc4509,Regional Finalists,2013,2013gadu
frc4509,Creativity Award sponsored by Xerox,2014,2014gadu
frc4509,Imagery Award in honor of Jack Kamen,2022,2022gacar
frc4509,Judges' Award,2022,2022gacol
frc4509,Gracious Professionalism Award,2023,2023gaalb
frc4509,District Event Finalist,2023,2023gaalb
frc4509,Gracious Professionalism Award,2023,2023gagwi
frc4509,District Event Finalist,2023,2023gagwi
frc4509,Excellence in Engineering Award,2024,2024gaalb
frc4509,Woodie Flowers Finalist Award,2024,2024gacmp
frc4509,District Event Finalist,2024,2024gagwi
frc4509,District Engineering Inspiration Award,2024,2024gagwi
frc4511,Excellence in Engineering Award,2021,2021irhzr
frc4512,Rookie Inspiration Award,2013,2013wase
frc4512,FIRST Dean's List Finalist Award,2015,2015pncmp
frc4512,District Event Finalist,2018,2018wamou
frc4512,District Event Finalist,2018,2018wasno
frc4512,Team Spirit Award sponsored by FCA Foundation,2020,2020wasno
frc4512,Skills Competition Winner,2021,2021irhnb
frc4512,Judges' Award,2023,2023wasam
frc4512,District Event Finalist,2023,2023wasno
frc4513,Highest Rookie Seed,2013,2013wach
frc4513,District Championship Finalist,2015,2015pncmp
frc4513,Innovation in Control Award sponsored by Rockwell Automation,2015,2015waell
frc4513,Innovation in Control Award sponsored by Rockwell Automation,2015,2015waspo
frc4513,Excellence in Engineering Award sponsored by Delphi,2016,2016waspo
frc4513,Excellence in Engineering Award sponsored by Delphi,2017,2017hop
frc4513,Innovation in Control Award sponsored by Rockwell Automation,2017,2017waell
frc4513,District Event Finalist,2017,2017waspo
frc4513,Innovation in Control Award sponsored by Rockwell Automation,2017,2017waspo
frc4513,District Event Winner,2018,2018orore
frc4513,Industrial Design Award sponsored by General Motors,2018,2018orore
frc4513,District Event Winner,2018,2018waspo
frc4513,Quality Award sponsored by Motorola Solutions Foundation,2018,2018waspo
frc4513,District Event Winner,2019,2019wamou
frc4513,Industrial Design Award sponsored by General Motors,2019,2019waspo
frc4513,Judges' Award,2020,2020wasno
frc4513,Creativity Award sponsored by Xerox,2020,2020waspo
frc4513,Creativity Award sponsored by Rockwell Automation,2022,2022wayak
frc4513,District Event Finalist,2023,2023wayak
frc4514,District Event Finalist,2016,2016mdbet
frc4514,Quality Award sponsored by Motorola Solutions Foundation,2017,2017mdbet
frc4514,Safety Award sponsored by Underwriters Laboratories,2020,2020mdbet
frc4516,Rookie All Star Award,2013,2013lake
frc4516,District Championship Finalist,2016,2016gacmp
frc4516,Industrial Design Award sponsored by General Motors,2016,2016gadal
frc4516,Creativity Award sponsored by Xerox,2020,2020gadal
frc4516,Gracious Professionalism Award,2023,2023gacar
frc4516,District Championship Dean's List Semi-Finalist,2023,2023gacar
frc4516,District Event Finalist,2023,2023gadal
frc4517,FIRST Dean's List Finalist Award,2015,2015flfo
frc4519,Rookie All Star Award,2013,2013onwa
frc4519,Highest Rookie Seed,2013,2013onwa
frc4519,Regional Finalists,2016,2016onnb
frc4519,Wildcard,2016,2016onnb
frc4519,District Event Winner,2019,2019onnob
frc4519,District Event Finalist,2020,2020onto3
frc4519,Imagery Award in honor of Jack Kamen,2020,2020onto3
frc4520,Rookie All Star Award,2013,2013wach
frc4521,Highest Rookie Seed,2013,2013ohic
frc4521,Rookie Inspiration Award,2013,2013ohic
frc4522,Team Spirit Award,2013,2013cttd
frc4522,Rookie All Star Award,2013,2013mokc
frc4522,Quality Award sponsored by Motorola,2014,2014arfa
frc4522,Regional Finalist,2014,2014arfa
frc4522,Regional Winner,2014,2014okok
frc4522,Creativity Award sponsored by Xerox,2015,2015arfa
frc4522,Industrial Design Award sponsored by General Motors,2015,2015mokc
frc4522,Championship Subdivision Finalist,2015,2015new
frc4522,Regional Winners,2015,2015okok
frc4522,Innovation in Control Award sponsored by Rockwell Automation,2015,2015okok
frc4522,Regional Finalists,2016,2016okok
frc4522,Excellence in Engineering Award sponsored by Delphi,2016,2016okok
frc4522,Industrial Design Award sponsored by General Motors,2016,2016txlu
frc4522,Regional Finalists,2017,2017arli
frc4522,Wildcard,2017,2017arli
frc4522,Regional Winners,2018,2018mokc2
frc4522,Excellence in Engineering Award sponsored by Delphi,2018,2018wila
frc4522,Quality Award sponsored by Motorola Solutions Foundation,2019,2019ksla
frc4522,Regional Finalists,2019,2019ksla
frc4522,Wildcard,2019,2019ksla
frc4522,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019mokc3
frc4522,Woodie Flowers Finalist Award,2019,2019mokc3
frc4522,Regional Finalists,2020,2020mokc
frc4522,Wildcard,2020,2020mokc
frc4522,Autonomous Award sponsored by Ford,2020,2020mokc
frc4522,Championship Division Finalist,2022,2022hop
frc4522,Quality Award,2022,2022ksla
frc4522,Regional Finalists,2022,2022ksla
frc4522,Regional Winners,2022,2022mokc3
frc4522,Excellence in Engineering Award,2022,2022mokc3
frc4522,Regional Winners,2022,2022okok
frc4522,Excellence in Engineering Award,2022,2022okok
frc4522,Regional Finalists,2023,2023arli
frc4522,Autonomous Award sponsored by Ford,2023,2023arli
frc4522,Regional Winners,2023,2023lake
frc4522,Autonomous Award sponsored by Ford,2023,2023lake
frc4522,Industrial Design Award sponsored by General Motors,2023,2023mose
frc4522,Regional Finalists,2023,2023mose
frc4522,Wildcard,2023,2023mose
frc4522,Excellence in Engineering Award,2023,2023new
frc4522,Championship Winner,2024,2024cmptx
frc4522,Championship Division Winner,2024,2024dal
frc4522,Excellence in Engineering Award,2024,2024mokc
frc4522,Regional Winners,2024,2024mose
frc4522,Gracious Professionalism Award,2024,2024mose
frc4523,Rookie All Star Award,2013,2013okok
frc4523,Highest Rookie Seed,2013,2013okok
frc4523,Regional Finalists,2024,2024oktu
frc4525,Rookie Inspiration Award,2013,2013onwa
frc4525,Imagery Award in honor of Jack Kamen,2014,2014onwi
frc4525,Imagery Award in honor of Jack Kamen,2015,2015onnb
